,Autoridad_Portuaria,Graneles Líquidos t,Graneles Sólidos t,Mercancía General t,Mercancia General Contenedores t,Mercancías En Tránsito t,Tráfico Ro-Ro t,TEUS Contenedores,Total_pasajeros,Anios,Mes,fecha,Total_buques,Total_automoviles,Total_toneladas
521,18,0,44786,73318,46736,109,0,4145.5,0,2023,7,2023-07-01,30,22,164949
522,19,7847,2447,35445,4340,0,35445,574.0,133475,2023,7,2023-07-01,2430,30378,85524
523,20,99628,41762,42612,252,0,36208,44.0,59789,2023,7,2023-07-01,1453,12737,220462
524,21,0,33044,184301,0,546,55664,0.0,1,2023,7,2023-07-01,271,26359,273555
525,22,368478,2965,744627,344394,81688,366081,44509.0,569674,2023,7,2023-07-01,28071,195592,1908233
526,23,6053,314569,265012,48777,5013,214312,5234.75,31963,2023,7,2023-07-01,5106,45751,853736
527,24,39271,155935,113391,84536,0,15432,11471.5,811,2023,7,2023-07-01,943,970,408565
528,25,1722185,932033,155942,18052,79944,23248,2567.25,15956,2023,7,2023-07-01,206,15913,2931404
529,26,343796,218710,5808473,4439870,2345076,1215998,426515.0,194162,2023,7,2023-07-01,45175,87659,14371923
530,27,4750,23371,366923,234865,23206,112867,19856.0,12531,2023,7,2023-07-01,1155,58799,765982
531,28,39548,19426,55197,19517,0,0,2286.0,95,2023,7,2023-07-01,38,89,133688
532,1,577978,439230,38729,0,67746,0,0.0,49921,2023,8,2023-08-01,108,0,1123683
533,2,3006,90492,110690,85160,1875,409,13911.25,69939,2023,8,2023-08-01,103,9086,291632
534,3,7000,360844,104216,24354,0,51875,1635.0,236152,2023,8,2023-08-01,3184,56098,548289
535,4,79563,238096,119102,0,0,0,0.0,0,2023,8,2023-08-01,73,0,436761
536,5,2345110,22314,5681524,4968804,5557771,707738,424698.0,1203008,2023,8,2023-08-01,27998,271424,19283261
537,6,221039,242771,162047,118515,228488,58497,15946.0,75898,2023,8,2023-08-01,2091,2257,1031357
538,7,168393,18955,1291798,30861,875,1259625,8412.0,1741450,2023,8,2023-08-01,64866,216607,2770507
539,8,849104,348778,3585895,2704096,1608146,909924,285429.25,801169,2023,8,2023-08-01,34213,164861,10005943
540,9,1571157,318263,629116,374787,1238,75409,36028.25,53157,2023,8,2023-08-01,3303,14145,2969970
541,10,2795104,880092,112181,75387,114343,0,6309.0,12687,2023,8,2023-08-01,232,0,3977107
542,11,924432,468708,96002,88112,2984,19738,7031.0,0,2023,8,2023-08-01,99,212,1599976
543,12,57813,750,41444,4831,0,41314,373.0,259380,2023,8,2023-08-01,3487,59116,146152
544,13,154117,360831,55413,12369,281,2034,1049.0,417,2023,8,2023-08-01,71,0,585045
545,14,104689,1056638,132160,89970,231519,0,7186.0,4822,2023,8,2023-08-01,103,1,1614976
546,15,1744416,495733,152404,56619,250112,52108,7711.0,8573,2023,8,2023-08-01,3054,10704,2751392
547,16,407587,37486,1705707,1277112,1055649,436279,105550.0,241935,2023,8,2023-08-01,30994,115878,4919820
548,17,22066,120038,80119,26698,4684,54597,2953.0,111572,2023,8,2023-08-01,3315,20890,308202
549,18,0,221060,86295,35505,0,0,3344.0,0,2023,8,2023-08-01,45,2,342860
550,19,4923,0,39450,3966,2990,39450,536.0,154634,2023,8,2023-08-01,2635,35392,90779
551,20,88502,38817,28352,482,3060,25773,60.0,61026,2023,8,2023-08-01,1219,14387,184986
552,21,0,120945,140951,0,1172,21639,0.0,119,2023,8,2023-08-01,191,10784,284707
553,22,658568,42059,711438,319771,58573,378486,38985.0,618212,2023,8,2023-08-01,28616,206934,2168895
554,23,2002,279201,187931,43294,6569,153515,4292.75,39457,2023,8,2023-08-01,4270,29903,672512
555,24,40224,162809,121186,84506,102,12954,11862.75,1034,2023,8,2023-08-01,812,505,421781
556,25,1725257,719903,115792,8855,6188,19450,915.0,14835,2023,8,2023-08-01,178,11765,2595445
557,26,521646,370672,5483417,4346969,2569021,975259,399744.0,229065,2023,8,2023-08-01,37381,78299,14266984
558,27,3414,25878,310662,193323,29722,70845,17063.0,25609,2023,8,2023-08-01,688,38288,633844
559,28,18765,47963,56407,20787,0,0,2739.5,0,2023,8,2023-08-01,35,7,143922
560,1,846332,485849,57911,0,91179,0,0.0,53353,2023,9,2023-09-01,130,0,1481271
561,2,4014,125706,142804,105985,0,648,17295.5,43272,2023,9,2023-09-01,231,5313,379157
562,3,0,312113,85237,22654,0,51919,1593.0,85364,2023,9,2023-09-01,3099,21503,471923
563,4,51484,213559,117831,0,0,0,0.0,0,2023,9,2023-09-01,73,0,382874
564,5,2105449,19725,5552044,4636813,5207786,905147,389365.0,501144,2023,9,2023-09-01,34192,110306,18426964
565,6,104872,251630,186443,132006,119644,70829,17368.75,81355,2023,9,2023-09-01,2504,2792,865424
566,7,159195,24076,1205817,26312,901,1171274,7347.0,1167540,2023,9,2023-09-01,59734,137884,2587575
567,8,1004775,282800,3596357,2677231,1584709,962762,267061.25,578344,2023,9,2023-09-01,35568,116271,10108634
568,9,1973440,298426,721423,424149,1399,78205,38233.75,53847,2023,9,2023-09-01,3417,24104,3497042
569,10,1650562,717159,88200,61013,90,0,4844.25,25703,2023,9,2023-09-01,194,0,2517024
570,11,639346,569083,83026,74795,819,9864,5075.25,170,2023,9,2023-09-01,112,92,1376933
571,12,48730,0,43402,4958,0,42458,404.0,157318,2023,9,2023-09-01,3459,37191,139548
572,13,115133,354416,62656,12231,73713,1595,1559.25,733,2023,9,2023-09-01,79,1,619744
573,14,134064,1020698,175054,90182,33400,0,6625.0,7938,2023,9,2023-09-01,103,0,1453398
574,15,1819640,668759,121351,68654,193958,53616,8944.25,8694,2023,9,2023-09-01,3158,5723,2925978
575,16,591416,22624,1569807,1176158,1111357,388171,106502.0,201151,2023,9,2023-09-01,28494,89257,4859533
576,17,8944,171429,82775,21757,4970,57964,2055.5,79489,2023,9,2023-09-01,3503,10854,347839
577,18,0,105152,73332,38273,477,0,3474.75,0,2023,9,2023-09-01,48,6,217234
578,19,8067,0,37727,4083,0,37727,543.0,55084,2023,9,2023-09-01,2593,12284,87604
579,20,107595,41759,30882,451,0,24642,66.0,23981,2023,9,2023-09-01,1276,4248,205329
580,21,0,78142,203883,0,43,62368,0.0,0,2023,9,2023-09-01,380,27121,344436
581,22,301016,32078,681659,331022,68991,341760,39592.0,503221,2023,9,2023-09-01,26496,166268,1756526
582,23,23816,481947,242689,58530,6462,194928,5865.5,29787,2023,9,2023-09-01,5046,41028,1008372
583,24,23782,153990,109120,83707,0,12558,10531.5,2430,2023,9,2023-09-01,747,348,383157
584,25,1665251,843462,111947,8661,58158,24895,956.0,18524,2023,9,2023-09-01,212,14706,2712374
585,26,495073,99346,5702592,4347130,2419896,1117466,385842.0,167942,2023,9,2023-09-01,41239,70947,14181503
586,27,2200,20987,332004,216537,27744,91076,17772.0,39091,2023,9,2023-09-01,1051,47860,690548
587,28,18628,43929,55589,17113,0,0,1984.5,101,2023,9,2023-09-01,37,2,135259
588,1,624978,354601,60604,65,98924,0,5.0,51916,2023,10,2023-10-01,126,0,1139172
589,2,3137,98857,116351,85837,0,948,13719.75,35432,2023,10,2023-10-01,109,3387,305130
590,3,6036,322149,111810,22401,0,60032,1657.0,33689,2023,10,2023-10-01,3514,11421,522428
591,4,51965,217583,91657,0,0,0,0.0,0,2023,10,2023-10-01,60,0,361205
592,5,2049476,39976,6028009,4913067,5439448,1104670,411342.0,321176,2023,10,2023-10-01,39050,69285,19574646
593,6,91138,153005,188383,131594,99984,71188,17480.0,100179,2023,10,2023-10-01,2602,3187,735292
594,7,148276,21838,1156727,23740,3147,1127474,6652.0,958161,2023,10,2023-10-01,56972,128560,2481202
595,8,1188532,297152,3793951,2884415,1825130,949018,272712.5,573222,2023,10,2023-10-01,35151,96675,10938198
596,9,1762117,300890,689159,456339,1861,99011,43910.75,36697,2023,10,2023-10-01,3973,33177,3309377
597,10,2382386,910807,59816,42813,49510,0,4102.0,24587,2023,10,2023-10-01,224,0,3445332
598,11,353063,448627,62528,54138,1672,0,4247.0,0,2023,10,2023-10-01,95,46,920028
599,12,52106,0,48511,4918,0,48203,394.5,128923,2023,10,2023-10-01,3895,30820,153738
600,13,282306,367685,47619,10183,71932,1828,819.5,1327,2023,10,2023-10-01,81,1,781553
601,14,186714,907562,106039,82597,87534,0,6123.0,913,2023,10,2023-10-01,90,3,1370446
602,15,1773404,434622,147215,55475,208996,56035,7436.75,6362,2023,10,2023-10-01,3230,5162,2675747
603,16,611620,20295,1407893,978192,896224,426598,102265.0,249253,2023,10,2023-10-01,30108,89572,4340822
604,17,23170,135960,86789,23605,1095,63083,3432.0,86793,2023,10,2023-10-01,3705,10358,333702
605,18,0,82437,92109,53061,16,0,4677.25,0,2023,10,2023-10-01,37,184,227623
606,19,4593,0,39936,3595,0,39936,505.0,30583,2023,10,2023-10-01,2807,7627,88060
607,20,106464,63640,37864,366,38,28523,55.5,15685,2023,10,2023-10-01,1475,2998,236895
608,21,0,138437,171346,0,1435,61523,0.0,0,2023,10,2023-10-01,283,28437,372741
609,22,341810,21589,726522,324660,56475,381273,38476.0,543824,2023,10,2023-10-01,28486,161702,1852329
610,23,26543,260924,235395,58075,15843,178918,5942.75,27472,2023,10,2023-10-01,4673,39997,775698
611,24,40200,222126,116699,84479,0,15432,12184.0,2019,2023,10,2023-10-01,890,942,478936
612,25,1893761,950047,116422,13235,84933,24287,1388.0,24338,2023,10,2023-10-01,225,16267,3082685
613,26,526487,266850,6011211,4693125,2705029,1155678,411145.0,194781,2023,10,2023-10-01,42795,73834,15358380
614,27,2957,20120,382614,215457,32044,147519,17786.0,45023,2023,10,2023-10-01,1397,63167,800711
615,28,38429,18825,52217,22785,0,0,2528.0,0,2023,10,2023-10-01,27,1,132256
616,1,941675,223249,18567,0,22002,0,0.0,13513,2023,11,2023-11-01,93,0,1205493
617,2,7564,147824,103440,89881,0,4115,14070.0,22192,2023,11,2023-11-01,197,1944,352824
618,3,0,172876,120150,22208,0,72754,1644.0,29590,2023,11,2023-11-01,3848,8912,387988
619,4,42416,202397,73466,0,0,0,0.0,0,2023,11,2023-11-01,49,0,318279
620,5,2439450,18532,6179127,4967082,5804563,1191264,416875.0,264977,2023,11,2023-11-01,42801,56464,20600018
621,6,22993,202870,184929,131749,34106,68785,17279.0,90993,2023,11,2023-11-01,2420,2276,645432
622,7,51582,34764,1106710,23164,2119,1080187,6579.0,415515,2023,11,2023-11-01,53129,85003,2298526
623,8,1204703,488795,3835106,2910637,1922033,941690,281291.25,370457,2023,11,2023-11-01,33786,93477,11302964
624,9,1674986,250099,598145,357152,6479,54760,33451.25,4306,2023,11,2023-11-01,2306,5367,2941621
625,10,2314481,934790,69607,39699,205,0,2784.0,26925,2023,11,2023-11-01,226,0,3358782
626,11,264359,473456,65097,60420,907,6191,4123.0,0,2023,11,2023-11-01,110,139,870430
627,12,64451,0,49675,4757,0,48543,428.25,115679,2023,11,2023-11-01,3891,27959,167426
628,13,188561,226557,62213,9274,192,1336,639.0,0,2023,11,2023-11-01,69,0,488133
629,14,99876,1038636,113501,81133,163076,0,5585.0,4390,2023,11,2023-11-01,84,8,1496222
630,15,1659660,514914,139459,68504,227992,55629,8062.0,4537,2023,11,2023-11-01,3018,3815,2666158
631,16,505820,22831,1470677,1040388,782159,439783,98143.0,321600,2023,11,2023-11-01,31227,72666,4261658
632,17,3999,78351,94954,26579,4644,76960,2674.0,116130,2023,11,2023-11-01,4098,15334,285487
633,18,0,44529,81197,35920,380,0,3454.75,0,2023,11,2023-11-01,39,9,162026
634,19,4746,0,40955,3612,0,40955,517.0,25239,2023,11,2023-11-01,2975,6305,90268
635,20,98791,51888,48653,196,0,38953,28.0,9103,2023,11,2023-11-01,1752,1976,238481
636,21,0,94186,191233,0,1472,56626,0.0,1,2023,11,2023-11-01,352,24902,343517
637,22,374080,57296,767765,336680,71864,416178,40887.0,599594,2023,11,2023-11-01,29793,135962,2023863
638,23,13136,322925,271794,67453,12066,205692,6630.0,11346,2023,11,2023-11-01,5130,51538,893066
639,24,42660,194990,129597,95105,0,16141,13467.0,1189,2023,11,2023-11-01,881,450,478493
640,25,1943876,814225,172084,21132,21984,27590,2437.0,7834,2023,11,2023-11-01,226,15548,3000891
641,26,509156,255595,5745412,4440746,2562851,1114380,395079.0,88491,2023,11,2023-11-01,41578,69959,14628140
642,27,2999,19366,385616,232443,33749,124237,19947.0,12090,2023,11,2023-11-01,1447,63766,798410
643,28,12515,57886,59523,21505,257,0,2890.25,0,2023,11,2023-11-01,30,52,151686
644,1,794732,360235,78431,0,42191,0,0.0,3924,2023,12,2023-12-01,75,0,1275589
645,2,3992,196105,93352,86589,662,4607,13333.5,11659,2023,12,2023-12-01,227,1689,385307
646,3,11998,344197,117370,20078,1248,81374,1393.75,45490,2023,12,2023-12-01,4038,13085,576265
647,4,36077,171400,59377,0,0,0,0.0,0,2023,12,2023-12-01,52,0,266854
648,5,2294738,38684,5351028,4298530,4764030,1036163,350541.0,376001,2023,12,2023-12-01,41240,82084,17783173
649,6,22075,192303,190702,137356,33556,72353,18931.75,44352,2023,12,2023-12-01,2358,2199,648345
650,7,84111,36382,922412,20325,833,920013,5679.0,355384,2023,12,2023-12-01,45496,82260,1984076
651,8,1025011,361708,3607547,2827043,1783553,782022,279753.5,218805,2023,12,2023-12-01,27595,94931,10386884
652,9,1642934,321453,564080,432805,29193,35119,38954.0,21,2023,12,2023-12-01,1492,3950,3025584
653,10,2472797,578719,75037,52789,876,0,4942.0,11439,2023,12,2023-12-01,185,0,3180218
654,11,514845,490681,57606,54104,1227,3674,3513.0,0,2023,12,2023-12-01,81,40,1122137
655,12,81887,1300,45070,5678,0,44382,448.0,156399,2023,12,2023-12-01,3466,37712,178317
656,13,363453,341545,82299,8735,140196,1288,707.25,0,2023,12,2023-12-01,79,0,937516
657,14,133764,1249510,123943,83683,392386,0,5844.0,0,2023,12,2023-12-01,92,4,1983286
658,15,2019325,562932,153641,67025,189369,63250,9327.25,4601,2023,12,2023-12-01,3553,4082,3055542
659,16,551273,51103,1519113,1105656,946203,409219,103824.0,393295,2023,12,2023-12-01,28567,80766,4582567
660,17,23997,93364,83326,22806,16713,60489,3838.0,45985,2023,12,2023-12-01,3121,15542,300695
661,18,0,70054,95376,33246,753,6660,2939.0,0,2023,12,2023-12-01,400,16,206089
662,19,4139,1400,36458,3356,0,36458,513.5,51626,2023,12,2023-12-01,2451,12556,81811
663,20,117529,60302,43292,170,1929,41537,24.0,10850,2023,12,2023-12-01,1762,3093,264759
664,21,0,71282,197989,0,5895,59239,0.0,0,2023,12,2023-12-01,401,27588,334405
665,22,328760,20270,672875,336072,64023,348779,39332.0,652687,2023,12,2023-12-01,25637,154594,1770779
666,23,11782,299985,280939,72893,15013,201801,8713.75,10510,2023,12,2023-12-01,4832,47031,882413
667,24,38190,180907,136358,86224,0,13582,12485.75,742,2023,12,2023-12-01,760,334,455261
668,25,1615477,570518,138303,16610,44481,30227,2049.0,0,2023,12,2023-12-01,193,18156,2415616
669,26,242576,160371,5761749,4663904,2810372,951651,413002.0,78606,2023,12,2023-12-01,33946,69427,14590623
670,27,2000,32011,347667,232726,21669,106600,23126.0,8227,2023,12,2023-12-01,1031,58571,742673
671,28,30994,84069,44142,23800,0,0,2580.0,0,2023,12,2023-12-01,28,8,183005
672,1,719906,406133,29789,0,41024,0,0.0,9704,2024,1,2024-01-01,85,0,1196852
673,2,9007,109123,86149,77281,297,6210,10654.75,8151,2024,1,2024-01-01,244,1631,288067
674,3,18511,256126,109347,15607,0,63344,1116.75,40825,2024,1,2024-01-01,2627,11684,462935
675,4,61421,234074,84260,0,0,0,0.0,0,2024,1,2024-01-01,56,0,379755
676,5,2793935,42904,5498543,4436836,5388705,1053639,372081.0,362082,2024,1,2024-01-01,42617,81462,19214562
677,6,18934,206223,173076,119797,34356,68593,16251.75,33168,2024,1,2024-01-01,2187,2326,620979
678,7,102646,22156,982074,21043,704,970723,6047.0,300476,2024,1,2024-01-01,44134,62446,2099346
679,8,766073,324206,3843295,3011767,1989352,841346,295527.75,179890,2024,1,2024-01-01,29079,72169,10776039
680,9,2134486,280264,569573,400193,4973,46098,36914.0,13,2024,1,2024-01-01,3119,2377,3435587
681,10,2137657,878956,57119,39115,74172,0,2791.0,0,2024,1,2024-01-01,163,0,3187019
682,11,607958,374630,67083,65781,103,6149,4827.25,0,2024,1,2024-01-01,101,29,1121704
683,12,72593,0,47621,6528,0,46545,487.0,134862,2024,1,2024-01-01,3170,34107,173287
684,13,177899,383943,57009,10419,132715,1135,1053.0,0,2024,1,2024-01-01,54,0,763120
685,14,169258,1021870,138830,67852,230107,0,5150.0,0,2024,1,2024-01-01,91,0,1627917
686,15,2309681,554276,123567,56391,152787,58405,7990.5,4194,2024,1,2024-01-01,2673,3357,3255107
687,16,745624,28101,1649527,1238330,1168759,420055,109432.0,342979,2024,1,2024-01-01,28542,73157,5250396
688,17,9625,211039,79113,17516,10470,62165,1815.0,35376,2024,1,2024-01-01,2173,10065,389928
689,18,0,217105,84162,33145,0,0,3236.75,0,2024,1,2024-01-01,40,16,334412
690,19,6208,0,36026,3494,0,36026,501.5,41045,2024,1,2024-01-01,2210,10347,81754
691,20,146166,63942,50673,200,0,43246,27.5,8773,2024,1,2024-01-01,1124,2547,304227
692,21,0,74223,176132,0,942,46489,0.0,0,2024,1,2024-01-01,269,19555,297786
693,22,342184,12828,739789,312889,56061,439315,37311.0,578376,2024,1,2024-01-01,25699,129973,1903066
694,23,19805,394355,270006,82890,16911,203581,9155.75,11090,2024,1,2024-01-01,3976,25456,987548
695,24,61191,196999,132652,88530,0,14923,12511.75,163,2024,1,2024-01-01,756,944,494295
696,25,1938824,996005,145092,10248,34705,37469,1068.0,0,2024,1,2024-01-01,202,27293,3162343
697,26,339077,242688,5563946,4376230,2798346,1021774,394665.0,75337,2024,1,2024-01-01,35285,66471,14342061
698,27,0,15432,327641,176810,21173,130252,17641.0,6811,2024,1,2024-01-01,1094,55801,671308
699,28,8000,24702,66422,22618,50,0,2806.5,0,2024,1,2024-01-01,31,5,121792
700,1,747204,288615,14295,0,7917,0,0.0,3714,2024,2,2024-02-01,72,0,1058031
701,2,1848,175579,92710,89152,580,907,14240.75,11828,2024,2,2024-02-01,55,4343,360776
702,3,19338,256103,116222,18881,0,65593,1055.0,27115,2024,2,2024-02-01,3704,8544,476137
703,4,29158,168150,70654,0,0,0,0.0,0,2024,2,2024-02-01,54,0,267962
704,5,2444604,23432,5828377,4746479,5304257,1091761,403255.0,290981,2024,2,2024-02-01,48850,62439,19438910
705,6,22127,144490,176729,124104,31009,65099,16321.25,12721,2024,2,2024-02-01,2210,2676,563558
706,7,79818,41626,1105893,25170,957,1095902,6709.0,292439,2024,2,2024-02-01,53798,65296,2349366
707,8,1012582,362565,4046216,3148202,2177589,941276,308120.5,132848,2024,2,2024-02-01,33989,79018,11688430
708,9,1467586,264448,558084,377957,5253,59553,33878.0,36,2024,2,2024-02-01,1144,1327,2732881
709,10,2638793,740289,60072,36486,6314,0,2814.0,0,2024,2,2024-02-01,158,4,3481954
710,11,769242,455495,83689,79476,2837,5621,5425.0,0,2024,2,2024-02-01,108,26,1396360
711,12,19340,0,47190,5765,0,46670,464.0,112354,2024,2,2024-02-01,3631,27817,118965
712,13,114330,275642,36840,8208,128602,606,707.5,964,2024,2,2024-02-01,63,0,564228
713,14,80140,873332,112274,76010,154914,0,5066.0,0,2024,2,2024-02-01,74,3,1296670
714,15,1819801,287063,135567,67695,220557,56371,9211.0,4070,2024,2,2024-02-01,2896,3874,2587054
715,16,604892,21187,1476165,1095177,1024575,391514,102572.0,328014,2024,2,2024-02-01,27936,83625,4613510
716,17,0,87694,78812,17268,11266,57797,1772.0,18502,2024,2,2024-02-01,2701,24831,252837
717,18,0,19990,87585,31941,5,0,3429.5,0,2024,2,2024-02-01,38,146,139521
718,19,6750,0,38133,3077,0,38133,454.0,30308,2024,2,2024-02-01,2654,18116,86093
719,20,97889,99620,52594,248,2012,45639,36.0,5718,2024,2,2024-02-01,2021,1818,298002
720,21,0,57750,227431,0,5958,54725,0.0,0,2024,2,2024-02-01,371,23593,345864
721,22,325359,29080,737270,356446,82499,366004,42537.0,615751,2024,2,2024-02-01,26198,141353,1896658
722,23,14463,234434,287147,86774,27341,201316,9856.75,10180,2024,2,2024-02-01,5215,35996,851475
723,24,36541,157202,126903,81793,0,15527,11226.0,0,2024,2,2024-02-01,821,365,417966
724,25,1455820,738658,72026,5933,54717,18634,544.0,0,2024,2,2024-02-01,161,11893,2345788
725,26,353051,295743,5419045,4161856,2223963,1134549,389872.0,52733,2024,2,2024-02-01,42895,48702,13588207
726,27,6006,15951,382433,192434,38329,163754,19735.0,815,2024,2,2024-02-01,2452,66274,798907
727,28,20404,18032,60754,22708,38,0,2830.25,0,2024,2,2024-02-01,29,11,121936
728,1,863302,279003,50451,0,7920,0,0.0,13679,2024,3,2024-03-01,103,0,1200676
729,2,9103,220934,110251,105093,1901,406,16216.5,9669,2024,3,2024-03-01,74,3376,447688
730,3,7131,193740,96700,17915,0,66748,1005.0,26812,2024,3,2024-03-01,3698,9024,382234
731,4,55801,140166,139425,0,0,0,0.0,0,2024,3,2024-03-01,66,0,335392
732,5,2356131,260,5890166,4828568,5229906,1071582,396089.0,316724,2024,3,2024-03-01,47974,67226,19376613
733,6,77604,110024,200326,139493,95191,71437,19319.75,21071,2024,3,2024-03-01,2371,2214,694075
734,7,126825,16916,1195038,28429,884,1183433,6801.0,432348,2024,3,2024-03-01,57967,97589,2551525
735,8,1189649,396163,4563660,3550731,2561161,1017725,348007.0,254704,2024,3,2024-03-01,37031,103348,13279089
736,9,2114003,292386,777691,456400,2239,88992,42956.5,0,2024,3,2024-03-01,2295,1719,3731711
737,10,2030458,652451,81372,59838,2460,2460,5298.0,5094,2024,3,2024-03-01,162,2002,2829039
738,11,818476,613625,94405,93199,6871,5534,6859.0,0,2024,3,2024-03-01,107,22,1632110
739,12,46962,1400,42234,5397,0,41974,433.0,141964,2024,3,2024-03-01,3337,34001,137967
740,13,192813,466005,68611,10610,66376,1080,1085.0,0,2024,3,2024-03-01,84,0,805495
741,14,99494,878531,243371,117658,164484,0,8252.0,0,2024,3,2024-03-01,91,2,1503538
742,15,1965129,399016,187957,80948,322956,63810,10381.5,5089,2024,3,2024-03-01,3493,4646,3019816
743,16,687073,29148,1663690,1281883,1124773,404988,116856.0,366574,2024,3,2024-03-01,28559,71953,5191555
744,17,19952,110579,197683,144984,145632,49307,13747.0,31044,2024,3,2024-03-01,1920,21367,668137
745,18,0,87278,89264,36334,727,0,3943.25,0,2024,3,2024-03-01,42,19,213603
746,19,4040,0,33915,2766,0,33915,426.0,35283,2024,3,2024-03-01,2316,8814,74636
747,20,94085,66015,49784,214,1607,42285,34.0,7726,2024,3,2024-03-01,1857,2686,253990
748,21,0,59123,232206,0,2140,59251,0.0,0,2024,3,2024-03-01,382,24885,352720
749,22,367270,41199,671575,313748,50444,369647,37529.0,651180,2024,3,2024-03-01,26087,160304,1813883
750,23,18070,283998,323986,101819,26494,219641,11614.25,11338,2024,3,2024-03-01,5613,36212,974008
751,24,33546,107316,162810,89794,0,13944,12656.0,2196,2024,3,2024-03-01,835,488,407410
752,25,1756877,907180,171587,12484,125482,37597,1240.0,0,2024,3,2024-03-01,193,24962,3011207
753,26,245856,225893,6503267,5158782,3090803,1180333,459979.0,83902,2024,3,2024-03-01,43348,63360,16404934
754,27,0,17468,467525,245059,60752,179268,22607.0,0,2024,3,2024-03-01,2312,50987,970072
755,28,26499,40723,61621,22502,353,0,2645.25,0,2024,3,2024-03-01,31,5,151698
756,1,1021334,439120,77264,14,98438,0,2.0,47166,2024,4,2024-04-01,135,0,1636170
757,2,2188,193671,87769,84155,1901,1604,13062.75,40447,2024,4,2024-04-01,87,3425,371288
758,3,18288,405453,129640,27257,0,80829,1690.5,28669,2024,4,2024-04-01,4333,9697,661467
759,4,74314,249775,102711,0,0,0,0.0,0,2024,4,2024-04-01,70,0,426800
760,5,2392855,2314,6202074,5127554,5657520,1085163,412658.0,346545,2024,4,2024-04-01,48280,74556,20467480
761,6,42600,152369,195263,138220,65475,69951,18096.25,64693,2024,4,2024-04-01,2447,11479,663878
762,7,111202,35730,1340891,25398,1300,1336651,7000.0,665225,2024,4,2024-04-01,66654,116126,2851172
763,8,1042996,314063,4453149,3429166,2290086,1015506,338986.25,395390,2024,4,2024-04-01,37939,92386,12544966
764,9,1896200,416388,749547,425341,18228,126292,36287.0,31118,2024,4,2024-04-01,4937,32910,3631996
765,10,2357400,647973,95921,52645,1916,0,5318.0,21955,2024,4,2024-04-01,229,4,3155855
766,11,744729,799387,83019,82071,66,0,5634.25,743,2024,4,2024-04-01,123,102,1709272
767,12,21761,26,46670,5792,0,45955,457.0,143082,2024,4,2024-04-01,3572,36383,120204
768,13,175605,301069,73011,10320,2160,1355,1116.0,2199,2024,4,2024-04-01,82,0,563520
769,14,168327,972529,165191,104967,81812,0,8254.0,4662,2024,4,2024-04-01,106,1,1492826
770,15,2241857,504866,173675,69734,227082,61892,8709.5,4580,2024,4,2024-04-01,2898,6448,3279106
771,16,657160,43494,1582956,1164137,1022904,426465,102951.0,294319,2024,4,2024-04-01,29938,72808,4897116
772,17,18072,130782,339665,307980,291235,33255,27618.25,77011,2024,4,2024-04-01,2125,8191,1120989
773,18,0,81644,119832,46139,0,0,4592.5,0,2024,4,2024-04-01,49,17,247615
774,19,3853,0,41085,3398,0,41085,472.0,36381,2024,4,2024-04-01,2979,9477,89421
775,20,97667,61928,60361,150,0,52737,26.0,17251,2024,4,2024-04-01,2214,4111,272843
776,21,0,64008,214223,0,3008,43666,0.0,854,2024,4,2024-04-01,322,16852,324905
777,22,523796,10368,790006,385069,115484,383495,53791.0,520556,2024,4,2024-04-01,28331,135096,2208218
778,23,10518,247406,304002,111468,29100,184953,12911.5,21974,2024,4,2024-04-01,4488,47625,887447
779,24,62737,159187,153247,90326,0,13927,12104.5,3155,2024,4,2024-04-01,872,417,479424
780,25,1747029,531797,167157,11144,65798,25348,1039.0,11164,2024,4,2024-04-01,204,17204,2548273
781,26,298325,171680,6471158,5005110,2901186,1244068,463499.0,130599,2024,4,2024-04-01,46347,77104,16091527
782,27,3000,27501,446454,262676,51997,127983,28621.0,12564,2024,4,2024-04-01,2165,49842,919611
783,28,48921,41318,62787,27852,1259,0,3366.25,0,2024,4,2024-04-01,33,171,182137
