9;Cartagena;2345886;2137657;870622;878956;70850;57119;38339;39115;8.327;25.364;9374;12108;770;791;0;0;303101;74172;0;0;1539;0;0;0;2841.75;2791.0;0.0;0.0;624.0;586.0;2217.75;2205.0;154;158;3738345;2985661;5;0;7108;0;0;0;7108;0;0;0;11;0;2106262;2638793;557493;740289;64086;60072;47032;36486;7.779;31.814;12075;12528;892;1329;0;0;0;6314;0;0;2262;0;0;0;3292.75;2814.0;0.0;0.0;640.0;783.0;2652.75;2031.0;144;158;3305512;3454693;3;0;5382;0;0;0;5382;0;0;0;0;4;2605078;2030458;689649;652451;104283;81372;50466;59838;21.022;10.537;20756;13115;1067;739;0;0;77539;2460;29;0;3507;2460;0;0;3386.25;5298.0;2.0;0.0;561.0;1335.0;2823.25;3963.0;177;158;3930557;3403804;4;4;4401;5094;0;0;4401;5094;0;0;0;2002;2794322;2357400;629526;647973;70812;95921;48104;52645;34.21;26.678;21267;20411;1144;930;0;0;0;1916;0;0;3355;0;0;0;4206.5;5318.0;0.0;0.0;1432.25;1772.0;2774.25;3546.0;202;203;4806803;4765533;21;26;17919;21955;0;0;17919;21955;0;0;24;4
10;Castellón;672781;607958;637990;374630;85980;67083;81295;65781;74.79299999999999;270.338;2547;2223;0;0;0;0;884;103;884;103;12408;6149;6;0;5675.0;4827.25;199.0;10.0;329.0;408.5;5147.0;4408.75;113;95;1522611;1245576;0;0;0;0;0;0;0;0;0;0;83;29;732854;769242;406445;455495;88478;83689;82007;79476;279.389;321.94;2086;2198;0;0;0;0;1405;2837;1405;2837;12932;5621;3;0;5833.0;5425.0;124.0;140.0;335.0;570.25;5374.0;4714.75;101;108;1425735;1536446;0;0;0;0;0;0;0;0;0;0;96;26;751441;818476;656447;613625;113933;94405;100561;93199;212.056;224.823;2122;2107;0;0;0;0;255;6871;255;2871;11239;5534;8;0;6220.0;6859.0;92.0;146.0;468.0;688.0;5660.0;6025.0;117;107;1634468;1646304;0;0;0;0;0;0;0;0;0;0;62;22;1068669;744729;515772;799387;119760;83019;114425;82071;241.399;99.509;2013;3034;0;0;0;0;1898;66;1898;66;25047;0;0;0;9313.0;5634.25;381.0;8.0;980.0;711.25;7952.0;4915.0;123;122;1860360;1771209;0;1;0;743;0;0;0;743;0;0;204;102
11;Ceuta;51759;72593;1400;0;39391;47621;5644;6528;0.37;0;52984;57034;51436;54981;0;0;0;0;0;0;39001;46545;2308;2676;476.5;487.0;0.0;0.0;459.5;469.0;17.0;18.0;835;860;6232840;6046366;2;0;137760;134862;134655;134862;3105;0;32603;33936;118;171;49966;19340;1000;0;40669;47190;4791;5765;0.138;0;48607;19842;47540;18371;0;0;0;0;0;0;40409;46670;2428;2904;414.0;464.0;0.0;0.0;395.0;436.0;19.0;28.0;674;727;4981338;4245459;2;0;101377;112354;97972;112354;3405;0;22761;27699;105;118;53938;46962;0;1400;50002;42234;6430;5397;0;0;62899;31327;61181;29399;0;0;0;0;0;0;49352;41974;2939;2525;540.0;433.0;0.0;0.0;530.0;422.0;10.0;11.0;843;812;6480239;5225229;4;0;146382;141964;139069;141964;7313;0;31187;33695;128;306;91102;21761;1426;26;38098;46670;4962;5792;0.453;0;39911;46627;37723;44595;0;0;0;0;0;0;37837;45955;2156;2740;402.0;457.0;0.0;0.0;393.0;439.0;9.0;18.0;787;831;5596153;7304888;3;1;148305;143082;142485;142968;5820;114;33978;36246;94;137
12;Ferrol-San Cibrao;458282;177899;249197;383943;121828;57009;54410;10419;9.109;7.948;819;514;453;396;0;0;19808;132715;0;209;1008;1135;0;2;5621.0;1053.0;0.0;30.75;1791.0;173.5;3830.0;848.75;79;53;1458368;768380;1;0;749;0;0;0;749;0;0;0;22;0;477001;114330;296746;275642;112087;36840;39908;8208;13.305;7.604;975;698;571;210;0;0;23307;128602;0;80;2330;606;12;2;2964.5;707.5;0.0;8.0;692.75;121.5;2271.75;578.0;92;60;1513164;830266;0;1;0;964;0;0;0;964;0;0;0;0;309451;192813;330196;466005;98565;68611;43659;10610;23.913;9.962;1356;1136;792;562;0;0;121342;66376;0;199;745;1080;9;1;3360.5;1085.0;0.0;49.5;877.75;138.25;2482.75;897.25;83;83;1420347;1201670;0;0;0;0;0;0;0;0;0;0;38;0;447029;175605;242034;301069;115599;73011;44732;10320;19.407;9.975;1383;1547;321;877;68;0;70301;2160;0;185;2049;1355;0;7;3214.5;1116.0;0.0;39.5;740.0;159.5;2474.5;917.0;94;73;1638109;870274;3;2;1533;2199;0;0;1533;2199;0;0;66;0
13;Gijón;92447;169258;1378370;1021870;109165;138830;60316;67852;96.598;162.575;7423;0;7423;0;0;0;688404;230107;5;8;0;0;0;0;4843.0;5150.0;2.0;4.0;1186.0;336.0;3655.0;4810.0;90;91;1510618;1579504;0;0;0;0;0;0;0;0;0;0;0;0;94982;80140;1402222;873332;112972;112274;55033;76010;85.085;158.413;0;0;0;0;0;0;566478;154914;0;0;0;0;0;0;3640.0;5066.0;0.0;0.0;596.0;346.0;3044.0;4720.0;93;74;1631996;1124838;0;0;0;0;0;0;0;0;0;0;1;3;95963;99494;1536601;878531;123707;243371;54160;117658;1765.627;909.833;0;0;0;0;0;0;545969;164484;278;0;0;0;0;0;3909.0;8252.0;69.0;0.0;577.0;676.0;3263.0;7576.0;120;91;2079182;1393349;1;0;985;0;0;0;985;0;0;0;0;2;94643;168327;2023648;972529;168477;165191;55035;104967;1117.357;1408.73;3642;0;3642;0;0;0;987322;81812;333;3;0;0;0;0;4450.0;8254.0;18.0;1.0;385.0;486.0;4047.0;7767.0;115;103;2169686;1905753;3;3;2205;4662;0;0;2205;4662;0;0;3;1
14;Huelva;2131411;2309681;556185;554276;99250;123567;41907;56391;12.56;10.281;13890;3782;11636;1582;6000;10024;136555;152787;0;10261;49752;58405;2468;2920;5795.25;7990.5;0.0;806.0;4957.75;6333.5;837.5;851.0;168;205;3771794;3970218;0;0;4375;4194;4375;4194;0;0;2664;2628;709;729;2211222;1819801;414719;287063;90431;135567;40789;67695;12.064;9.767;4987;3864;2923;2160;7019;9584;174262;220557;6;16847;51550;56371;2576;2732;5940.25;9211.0;1.0;1291.0;5285.0;6961.25;654.25;958.75;152;164;3263091;3012390;0;0;3892;4070;3892;4070;0;0;2392;2148;878;1726;1253542;1965129;355073;399016;111494;187957;50618;80948;21.828;7.143;13773;9504;12091;7332;0;10188;120480;322956;0;19096;58117;63810;2894;3290;6727.5;10381.5;0.0;1331.25;5875.25;7995.5;852.25;1054.75;155;203;2594511;3405172;0;0;4616;5089;4616;5089;0;0;2790;3124;814;1522;1806270;2241857;366861;504866;110182;173675;44552;69734;12.869;11.263;13898;2615;11574;488;5088;0;129182;227082;0;21618;58157;61892;2884;2698;6476.5;8709.5;0.0;1222.75;5639.5;6495.0;837.0;991.75;165;198;3342462;3928512;0;2;5511;4580;5511;4526;0;54;3382;2794;1397;3654
15;Las Palmas;642064;745624;31252;28101;1315435;1649527;932351;1238330;35.74900000000001;9.859;197960;248457;162737;219962;0;0;907028;1168759;597287;891716;393153;420055;27320;28460;85535.0;109432.0;40475.0;62833.0;40095.0;40269.0;4965.0;6330.0;1041;1138;24342303;27981180;84;82;313269;342979;97384;100658;215885;242321;44058;44902;25384;28255;561677;604892;22533;21187;1290617;1476165;937798;1095177;57.39;17.076;231248;232250;204100;207564;0;0;831393;1024575;598532;736008;344383;391514;24441;26831;84350.0;102572.0;38653.0;54601.0;39171.0;41666.0;6526.0;6305.0;1033;1035;25362332;25496595;79;70;310922;328014;101902;103836;209020;224178;42114;43458;21116;40167;823575;687073;55844;29148;1626453;1663690;1198891;1281883;27.025;34.587;214693;217700;187986;189868;0;6;1240434;1124773;808624;905998;426039;404988;30328;27380;115966.0;116856.0;63713.0;66292.0;45271.0;43820.0;6982.0;6744.0;1082;1104;25548644;26599974;95;75;334594;366574;104946;128186;229648;238388;46503;54012;57332;17941;628616;657160;18454;43494;1444956;1582956;1069177;1164137;74.763;94.65700000000001;201358;277268;176475;255262;0;0;1005142;1022904;735395;791977;372181;426465;25825;28676;96418.0;102951.0;51016.0;54466.0;39986.0;42091.0;5416.0;6394.0;1041;1176;22597579;28121334;79;86;304636;294319;151176;103439;153460;190880;61789;47059;62118;25749
16;Málaga;2010;9625;160617;211039;45992;79113;17557;17516;7.768000000000002;58.463;5269;5645;2176;2855;0;0;2010;10470;0;120;32280;62165;2036;3284;1714.0;1815.0;0.0;60.0;820.0;670.0;894.0;1085.0;92;129;2515199;3506895;8;4;37901;35376;22906;25068;14995;10308;4532;5466;1304;4599;12900;0;71662;87694;61834;78812;23266;17268;12;3.672;5050;4281;1838;2374;0;0;3709;11266;2639;95;38307;57797;2169;2600;3155.25;1772.0;1328.25;47.0;659.0;457.0;1168.0;1268.0;88;100;2243457;2618687;7;1;30304;18502;15629;17447;14675;1055;2745;3533;4577;21298;6000;19952;108583;110579;85489;197683;23545;144984;6.647;0.444;6564;4673;2841;3105;0;0;3846;145632;2694;120580;62576;49307;3373;1798;3312.25;13747.0;1334.25;11506.0;890.0;515.0;1088.0;1726.0;142;117;3446390;3870003;16;5;48987;31044;22382;23849;26605;7195;4058;5391;8027;15976;13937;18072;140446;130782;79133;339665;32144;307980;13.745;7.186000000000002;9983;10615;3591;2773;0;0;9086;291235;8151;286130;52077;33255;2973;1936;6160.75;27618.25;3911.5;25584.25;641.25;773.0;1608.0;1261.0;163;145;4924933;6191505;43;44;62565;77011;17996;17895;44569;59116;3995;4107;4683;4084
17;Marín y Ría de Pontevedra;0;0;116767;217105;100301;84162;45507;33145;214.051;208.457;1516;1327;507;558;0;0;408;0;408;0;0;0;0;0;4228.75;3236.75;204.0;0.0;335.75;200.0;3689.0;3036.75;37;40;276658;341682;0;0;0;0;0;0;0;0;0;0;5;16;0;0;51001;19990;79963;87585;37553;31941;167.928;151.437;1152;2700;530;1798;0;0;0;5;0;5;0;0;0;0;3411.5;3429.5;0.0;1.0;379.25;159.75;3032.25;3268.75;27;38;136397;182457;0;0;0;0;0;0;0;0;0;0;3;146;0;0;53295;87278;80222;89264;37196;36334;271.569;141.956;1323;1822;561;1019;0;0;0;727;0;187;0;0;0;0;3278.75;3943.25;0.0;11.0;388.0;191.25;2890.75;3741.0;36;42;177050;268665;0;0;0;0;0;0;0;0;0;0;11;19;0;0;75393;81644;106228;119832;36914;46139;173.499;163.289;1423;1632;450;1093;0;0;92;0;92;0;0;0;0;0;3164.75;4592.5;46.0;0.0;322.0;716.75;2796.75;3875.75;48;49;239447;302676;0;0;0;0;0;0;0;0;0;0;3;17
18;Melilla;3749;6208;1499;0;32114;36026;3353;3494;0;0;9;106;0;0;0;0;0;0;0;0;32114;36026;2113;2331;459.0;501.5;0.0;0.0;459.0;501.5;0.0;0.0;95;97;2207728;2791936;0;0;36897;41045;36897;41045;0;0;8143;10120;158;227;5796;6750;0;0;35367;38133;3677;3077;0;0;1770;0;0;0;0;0;0;0;0;0;35367;38133;2344;2563;478.0;454.0;0.0;0.0;475.0;450.0;3.0;4.0;82;91;1831849;2552551;0;0;24199;30308;24199;30308;0;0;5017;7194;201;10922;4509;4040;0;0;42976;33915;4014;2766;0;0;73;0;0;0;0;0;0;0;0;0;42976;33915;2792;2223;577.0;426.0;0.0;0.0;567.0;422.0;10.0;4.0;97;92;2260116;2642447;1;1;32700;35283;31943;34695;757;588;6673;8650;163;164;6318;3853;1492;0;34252;41085;3697;3398;0;0;50;0;0;0;0;0;0;0;0;0;34252;41085;2167;2877;505.0;472.0;0.0;0.0;501.0;468.0;4.0;4.0;95;99;2675389;2874211;1;3;28726;36381;28068;35100;658;1281;6734;9312;211;165
19;Motril;85635;146166;26234;63942;44747;50673;202;200;77.821;105.632;1675;2005;632;1309;0;0;3062;0;0;0;32687;43246;1045;1760;30.0;27.5;0.0;0.0;0.0;0.0;30.0;27.5;67;79;838993;955852;0;0;5261;8773;5261;8773;0;0;1234;2546;1011;1;138237;97889;23885;99620;40456;52594;609;248;13.37;48.066;2299;1346;1240;853;0;0;24084;2012;0;0;37064;45639;1410;1948;114.0;36.0;0.0;0.0;0.0;0.0;114.0;36.0;59;73;755372;928028;0;0;2358;5718;2358;5718;0;0;506;1809;3;9;110008;94085;29612;66015;65165;49784;878;214;57.819;47.48500000000001;1659;2066;788;1292;0;0;12716;1607;0;0;60955;42285;2297;1786;156.0;34.0;0.0;0.0;0.0;0.0;156.0;34.0;68;71;1091598;958077;0;0;3538;7726;3538;7726;0;0;805;2678;6;8;108471;97667;104321;61928;48896;60361;325;150;44.94200000000001;64.436;1887;2062;1482;1121;2998;0;3058;0;0;0;46000;52737;1686;2121;58.0;26.0;0.0;0.0;0.0;0.0;58.0;26.0;87;84;1454607;1465163;5;9;10384;17251;4942;7970;5442;9281;1312;2572;168;1539
20;Pasaia;0;0;60947;74223;185119;176132;0;0;1731.351;1098.25;2490;2356;1380;1180;0;0;0;942;0;0;43741;46489;201;280;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;68;543610;525600;0;0;0;0;0;0;0;0;0;0;18248;19555;0;0;65312;57750;195438;227431;0;0;2233.65;1193.194;1690;2060;683;672;0;0;4284;5958;0;0;55951;54725;316;301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71;70;580637;581392;0;0;1;0;0;0;1;0;0;0;22488;23593;0;0;104616;59123;254603;232206;0;0;2821.874;1996.728;1965;2243;777;814;0;0;1029;2140;0;0;58310;59251;347;314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83;68;700434;626292;0;0;1;0;0;0;1;0;0;0;24345;24885;0;0;63794;64008;209655;214223;0;0;1743.274;3361.326;2627;2273;1487;686;0;0;36;3008;0;0;46039;43666;211;238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78;83;606285;566891;2;1;562;854;0;0;562;854;0;0;20667;16852
21;Santa Cruz de Tenerife;345086;342184;29549;12828;618428;739789;298797;312889;105.39;176.389;72852;68713;51035;51894;127;151;55859;56061;53377;46394;333371;439315;24228;26276;40208.0;37311.0;7954.0;2220.0;29467.0;31205.0;2787.0;3886.0;1393;1407;19025326;20052893;64;69;554520;578376;393388;404236;161132;174140;119666;123443;5839;6530;339305;325359;10829;29080;678477;737270;385133;356446;163.2;101.6;71616;65770;50261;47344;131;201;131645;82499;128342;71834;304755;366004;22205;24800;48982.0;42537.0;15142.0;4273.0;30421.0;32336.0;3419.0;5928.0;1335;1346;18921414;17745489;62;52;590459;615751;441375;470776;149084;144975;125480;134453;6325;6900;282523;367270;42165;41199;740762;671575;363182;313748;321.647;204.083;77763;81393;59838;64654;131;135;61860;50444;59212;34964;397181;369647;28910;24562;46194.0;37529.0;6663.0;1796.0;34111.0;32313.0;5420.0;3420.0;1428;1458;20066981;20706585;86;67;604651;651180;434902;496030;169749;155150;130628;153857;7124;6447;337568;523796;40309;10368;618618;790006;298440;385069;463.075;392.378;67923;80613;58315;68782;131;127;45176;115484;36447;92109;333173;383495;23752;26826;39303.0;53791.0;5250.0;15621.0;29572.0;33460.0;4481.0;4710.0;1368;1429;17151716;20047375;69;76;610686;520556;501716;390361;108970;130195;159879;128912;7599;6184
22;Santander;13725;19805;336932;394355;194965;270006;26379;82890;188.404;277.747;3015;5565;1429;4038;0;0;5689;16911;0;15623;172864;203581;3854;5661;1987.5;9155.75;0.0;1476.25;0.0;1761.0;1987.5;5918.5;113;122;2197015;2340096;0;0;8014;11090;8014;11086;0;4;3922;5121;33240;20335;28078;14463;258750;234434;232718;287147;30202;86774;198.915;195.852;2411;4563;1194;3483;0;0;4180;27341;0;23368;194138;201316;4601;5104;2534.25;9856.75;0.0;2032.5;0.0;2015.0;2534.25;5809.25;116;111;2074397;2157137;0;0;7264;10180;7264;10180;0;0;3622;4736;47000;31260;21717;18070;369009;283998;237938;323986;31510;101819;771.374;852.753;4075;3997;2464;2826;0;0;11045;26494;0;19645;218365;219641;4677;5489;2798.25;11614.25;0.0;1677.25;306.5;2807.0;2491.75;7130.0;127;124;2572981;2384726;0;0;11714;11338;11714;11330;0;8;5772;5152;53137;31060;18376;10518;271879;247406;266953;304002;40363;111468;838.427;738.113;2805;4529;1657;2966;0;0;3519;29100;0;25122;201480;184953;4967;4357;3950.5;12911.5;0.0;2185.25;989.75;2086.5;2960.75;8639.75;142;128;2721780;2589573;4;3;19753;21974;18773;17995;980;3979;8680;8584;31227;39041
23;Sevilla;32286;61191;158632;196999;111476;132652;79337;88530;0;0;1944;2820;1244;2041;0;0;0;0;0;0;14801;14923;680;676;10884.5;12511.75;0.0;0.0;10830.5;12450.75;54.0;61.0;63;76;361387;457634;0;1;0;163;0;0;0;163;0;0;258;944;35006;36541;148593;157202;129483;126903;80729;81793;0;0;2894;1764;1497;1254;0;0;0;0;0;0;14371;15527;701;756;11552.0;11226.0;0.0;0.0;11478.0;11071.0;74.0;155.0;71;65;404508;387558;4;0;860;0;0;0;860;0;0;0;312;365;32950;33546;141744;107316;146661;162810;97995;89794;0;0;2210;2154;1139;1192;0;0;0;0;0;0;15725;13944;719;762;13746.75;12656.0;0.0;0.0;13618.75;12565.0;128.0;91.0;73;67;481303;409944;6;6;2447;2196;0;0;2447;2196;0;0;406;488;38685;62737;129484;159187;126591;153247;75961;90326;0;0;4804;4105;1466;1338;0;0;0;0;0;0;13251;13927;630;768;10485.25;12104.5;0.0;0.0;10376.25;11784.5;109.0;320.0;84;93;504481;595179;15;11;4105;3155;0;0;4105;3155;0;0;633;417
24;Tarragona;1526567;1938824;1063474;996005;126689;145092;28004;10248;68.21600000000001;75.20100000000001;11650;9427;6232;3272;0;0;166923;34705;72;0;33461;37469;0;0;3215.0;1068.0;34.25;0.0;873.75;0.0;2307.0;1068.0;196;202;3890244;4006845;0;0;0;0;0;0;0;0;0;0;23693;27293;1781068;1455820;1049845;738658;150302;72026;29852;5933;144.91;111.021;10732;6725;4275;2403;19983;2100;321422;54717;882;0;24859;18634;152;0;4025.75;544.0;402.25;0.0;943.5;0.0;2680.0;544.0;205;161;4158005;2685928;0;0;12;0;12;0;0;0;0;0;14764;11893;1739101;1756877;902997;907180;182974;171587;45434;12484;257.378;141.213;8024;7735;2966;2795;6303;0;167990;125482;1557;0;36095;37597;0;0;5784.5;1240.0;715.0;0.0;1371.5;0.0;3698.0;1240.0;209;193;4308617;3792439;0;0;0;0;0;0;0;0;0;0;24585;24962;1703427;1747029;811294;531797;135090;167157;27666;11144;155.676;237.686;4526;10794;1158;4720;0;0;112971;65798;796;0;24684;25348;0;0;3443.0;1039.0;372.0;0.0;1112.0;0.0;1959.0;1039.0;200;194;3749125;3846320;5;10;2708;11164;0;0;2708;11164;0;0;18122;17204
25;Valencia;512904;339077;189304;242688;5066418;5563946;3903449;4376230;45.623;225.221;35647;36820;26821;31142;0;0;2207383;2798346;2142632;2759010;1013234;1021774;34664;36969;350098.0;394665.0;172148.0;217793.0;14295.0;16293.0;163655.0;160579.0;654;618;25961090;22696375;3;7;52118;75337;46803;51083;5315;24254;13720;15562;49254;50909;324071;353051;115459;295743;5274212;5419045;4050455;4161856;83.84100000000002;179.122;35816;48270;28499;42593;0;0;2231127;2223963;2171024;2182070;1090422;1134549;36368;42364;362941.0;389872.0;169663.0;178194.0;12815.0;19534.0;180463.0;192144.0;559;527;21455498;19715163;5;4;45080;52733;33278;38311;11802;14422;8489;10745;53053;37957;695112;245856;259112;225893;5755937;6503267;4421128;5158782;87.366;85.638;41364;34665;37291;28988;0;0;2354440;3090803;2293675;3051897;1168966;1180333;42409;42673;396810.0;459979.0;192302.0;235099.0;17818.0;22308.0;186690.0;202572.0;614;666;23802243;27046533;9;9;58824;83902;44630;56970;14194;26932;11875;16821;60525;46539;384057;298325;113175;171680;5876137;6471158;4680121;5005110;163.779;161.132;32401;39503;28519;33826;0;0;2724900;2901186;2675239;2844404;1038270;1244068;38059;45653;406333.0;463499.0;201356.0;227997.0;18189.0;22457.0;186788.0;213045.0;616;656;23864675;26574881;25;38;114147;130599;67455;65781;46692;64818;16956;16622;51340;60482
26;Vigo;2993;0;30628;15432;310163;327641;186430;176810;2034.406;2161.371;10270;4306;5262;700;0;0;23257;21173;14556;8651;94579;130252;935;1824;18873.0;17641.0;2264.0;1154.0;1295.0;1584.0;15314.0;14903.0;147;156;2976563;3333393;3;4;6442;6811;0;0;6442;6811;0;0;46861;55801;5744;6006;27030;15951;319392;382433;179660;192434;2263.787;2315.219;2803;3537;700;0;0;0;13928;38329;10250;17574;94966;163754;968;2306;15660.0;19735.0;785.0;2552.0;1064.0;1368.0;13811.0;15815.0;129;145;2715609;3347825;0;1;0;815;0;0;0;815;0;0;45072;66274;2976;0;23977;17468;341795;467525;206930;245059;2877.392;2154.518;2384;3904;0;0;0;0;16159;60752;9478;37993;103694;179268;965;2160;17799.0;22607.0;697.0;3934.0;1065.0;778.0;16037.0;17895.0;147;152;3196829;3174592;3;0;7160;0;0;0;7160;0;0;0;51614;50987;0;3000;28945;27501;383295;446454;240469;262676;2697.837;2754.865;6516;5371;700;0;0;0;39004;51997;33308;43395;106952;127983;818;1998;19796.0;28621.0;2610.0;4360.0;726.0;986.0;16460.0;23275.0;145;157;3893801;4005657;10;10;20740;12564;0;0;20740;12564;0;0;56851;49842
27;Vilagarcía;15946;8000;35816;24702;52710;66422;19788;22618;0;0;999;508;499;156;0;0;86;50;86;50;0;0;0;0;2326.0;2806.5;6.0;4.0;2208.0;2406.0;112.0;396.5;28;31;221170;207165;0;0;0;0;0;0;0;0;0;0;10;5;35868;20404;29220;18032;64366;60754;23144;22708;0;0;507;845;270;325;0;0;158;38;158;38;0;0;0;0;2579.5;2830.25;6.0;4.0;2407.5;2241.25;166.0;585.0;30;29;244095;220754;0;0;0;0;0;0;0;0;0;0;7;11;6998;26499;37609;40723;72301;61621;20479;22502;0;0;372;1247;229;371;0;0;0;353;0;353;0;0;0;0;2403.0;2645.25;0.0;33.25;2284.0;2430.5;119.0;181.5;27;31;199883;212503;0;0;0;0;0;0;0;0;0;0;2;5;22361;48921;72899;41318;62424;62787;21351;27852;0;0;910;657;322;223;0;0;0;1259;0;1259;0;0;0;0;2502.25;3366.25;0.0;128.0;2384.25;1971.5;118.0;1266.75;34;33;317065;288563;2;0;783;0;0;0;783;0;0;0;4;171
