;Meses;Autoridad_Portuaria;Graneles Líquidos t;Graneles Sólidos t;Mercancía General t;Mercancia General Contenedores t;Pesca t;Avituallamiento t;Avituallamiento De Combustibles Líquidos t;Tráfico Interior t;Mercancías En Tránsito t;Mercancías En Tránsito En Contenedores t;Tráfico Ro-Ro t;UTIS Ro-Ro;TEUS Contenedores;TEUS Contenedores En Tránsito;TEUS Contenedores Entrada-Salida Nacional;TEUS Contenedores Entrada-Salida Exterior;Unidades Buques Mercantes;G.T. Buques Mercantes;Unidades Buques De Crucero;Pasajeros En Régimen De Transporte Y De Crucero;Pasajeros En Régimen De Transporte;Pasajeros De Crucero;Automóviles En Régimen De Pasaje;Automóviles En Régimen De Mercancía
0;Enero_2024;A Coruña;719906;406133;29789;0;1148.912;2903;2245;0;41024;0;0;0;0.0;0.0;0.0;0.0;81;1556239;4;9704;0;9704;0;0
1;Enero_2024;Alicante;9007;109123;86149;77281;0.0;881;55;0;297;297;6210;186;10654.75;38.0;8703.5;1913.25;54;548180;4;8151;5990;2161;1580;51
2;Enero_2024;Almería;18511;256126;109347;15607;228.505;6088;2622;0;0;0;63344;2493;1116.75;0.0;457.75;659.0;134;2131887;0;40825;40825;0;11445;239
3;Enero_2024;Avilés;61421;234074;84260;0;446.146;2950;1050;0;0;0;0;0;0.0;0.0;0.0;0.0;56;402073;0;0;0;0;0;0
4;Enero_2024;Bahía de Algeciras;2793935;42904;5498543;4436836;87.53699999999999;347997;330817;325168;5388705;3990822;1053639;40107;372081.0;314846.0;0.0;57235.0;2510;48344664;0;362082;362082;0;81135;327
5;Enero_2024;Bahía de Cádiz;18934;206223;173076;119797;716.4230000000001;7914;1949;0;34356;15766;68593;2039;16251.75;1569.0;12192.75;2490.0;135;2451804;13;33168;1817;31351;1102;1224
6;Enero_2024;Baleares;102646;22156;982074;21043;79.737;6597;155;105;704;0;970723;41066;6047.0;0.0;6047.0;0.0;3052;17177306;16;300476;244370;56106;54605;7841
7;Enero_2024;Barcelona;766073;324206;3843295;3011767;150.208;112974;100189;0;1989352;1705002;841346;28411;295527.75;142352.0;69397.25;83778.5;642;25184951;26;179890;68854;111036;22448;49721
8;Enero_2024;Bilbao;2134486;280264;569573;400193;0.0;9333;4853;0;4973;4973;46098;2922;36914.0;394.75;1259.5;35259.75;197;4149021;0;13;13;0;0;2377
9;Enero_2024;Cartagena;2137657;878956;57119;39115;25.364;12108;791;0;74172;0;0;0;2791.0;0.0;586.0;2205.0;158;2985661;5;0;0;0;0;0
10;Enero_2024;Castellón;607958;374630;67083;65781;270.338;2223;0;0;103;103;6149;6;4827.25;10.0;408.5;4408.75;95;1245576;0;0;0;0;0;29
11;Enero_2024;Ceuta;72593;0;47621;6528;0.0;57034;54981;0;0;0;46545;2308;487.0;0.0;469.0;18.0;860;6046366;2;134862;134862;0;33936;171
12;Enero_2024;Ferrol-San Cibrao;177899;383943;57009;10419;7.948;514;396;0;132715;209;1135;0;1053.0;30.75;173.5;848.75;53;768380;1;0;0;0;0;0
13;Enero_2024;Gijón;169258;1021870;138830;67852;162.575;0;0;0;230107;8;0;0;5150.0;4.0;336.0;4810.0;91;1579504;0;0;0;0;0;0
14;Enero_2024;Huelva;2309681;554276;123567;56391;10.281;3782;1582;10024;152787;10261;58405;2468;7990.5;806.0;6333.5;851.0;205;3970218;0;4194;4194;0;2628;729
15;Enero_2024;Las Palmas;745624;28101;1649527;1238330;9.859;248457;219962;0;1168759;891716;420055;27320;109432.0;62833.0;40269.0;6330.0;1138;27981180;84;342979;100658;242321;44902;28255
16;Enero_2024;Málaga;9625;211039;79113;17516;58.463;5645;2855;0;10470;120;62165;2036;1815.0;60.0;670.0;1085.0;129;3506895;8;35376;25068;10308;5466;4599
17;Enero_2024;Marín y Ría de Pontevedra;0;217105;84162;33145;208.457;1327;558;0;0;0;0;0;3236.75;0.0;200.0;3036.75;40;341682;0;0;0;0;0;16
18;Enero_2024;Melilla;6208;0;36026;3494;0.0;106;0;0;0;0;36026;2113;501.5;0.0;501.5;0.0;97;2791936;0;41045;41045;0;10120;227
19;Enero_2024;Motril;146166;63942;50673;200;105.632;2005;1309;0;0;0;43246;1045;27.5;0.0;0.0;27.5;79;955852;0;8773;8773;0;2546;1
20;Enero_2024;Pasaia;0;74223;176132;0;1098.25;2356;1180;0;942;0;46489;201;0.0;0.0;0.0;0.0;68;525600;0;0;0;0;0;19555
21;Enero_2024;Santa Cruz de Tenerife;342184;12828;739789;312889;176.389;68713;51894;151;56061;46394;439315;24228;37311.0;2220.0;31205.0;3886.0;1407;20052893;64;578376;404236;174140;123443;6530
22;Enero_2024;Santander;19805;394355;270006;82890;277.747;5565;4038;0;16911;15623;203581;3854;9155.75;1476.25;1761.0;5918.5;122;2340096;0;11090;11086;4;5121;20335
23;Enero_2024;Sevilla;61191;196999;132652;88530;0.0;2820;2041;0;0;0;14923;680;12511.75;0.0;12450.75;61.0;76;457634;0;163;0;163;0;944
24;Enero_2024;Tarragona;1938824;996005;145092;10248;75.20100000000001;9427;3272;0;34705;0;37469;0;1068.0;0.0;0.0;1068.0;202;4006845;0;0;0;0;0;27293
25;Enero_2024;Valencia;339077;242688;5563946;4376230;225.221;36820;31142;0;2798346;2759010;1021774;34664;394665.0;217793.0;16293.0;160579.0;618;22696375;3;75337;51083;24254;15562;50909
26;Enero_2024;Vigo;0;15432;327641;176810;2161.371;4306;700;0;21173;8651;130252;935;17641.0;1154.0;1584.0;14903.0;156;3333393;3;6811;0;6811;0;55801
27;Enero_2024;Vilagarcía;8000;24702;66422;22618;0.0;508;156;0;50;50;0;0;2806.5;4.0;2406.0;396.5;31;207165;0;0;0;0;0;5
28;Febrero_2024;A Coruña;747204;288615;14295;0;1002.014;2130;1310;0;7917;0;0;0;0.0;0.0;0.0;0.0;70;1185147;2;3714;0;3714;0;0
29;Febrero_2024;Alicante;1848;175579;92710;89152;0.0;2312;102;0;580;580;907;0;14240.75;56.0;12023.5;2161.25;55;664578;0;11828;11828;0;4102;241
30;Febrero_2024;Almería;19338;256103;116222;18881;174.661;4973;2186;0;0;0;65593;3579;1055.0;0.0;233.0;822.0;125;1887440;0;27115;27115;0;8314;230
31;Febrero_2024;Avilés;29158;168150;70654;0;505.321;2441;737;0;0;0;0;0;0.0;0.0;0.0;0.0;54;463485;0;0;0;0;0;0
32;Febrero_2024;Bahía de Algeciras;2444604;23432;5828377;4746479;72.429;293342;279798;303375;5304257;4221136;1091761;46610;403255.0;333981.0;0.0;69274.0;2240;44702082;0;290981;290981;0;62103;336
33;Febrero_2024;Bahía de Cádiz;22127;144490;176729;124104;727.987;8974;5546;0;31009;15873;65099;2112;16321.25;1286.25;12885.5;2149.5;93;1751712;5;12721;1510;11211;917;1759
34;Febrero_2024;Baleares;79818;41626;1105893;25170;83.83300000000001;6033;61;183;957;0;1095902;51089;6709.0;0.0;6709.0;0.0;2698;15976850;11;292439;247122;45317;54264;11032
35;Febrero_2024;Barcelona;1012582;362565;4046216;3148202;95.307;93635;82509;0;2177589;1740316;941276;33374;308120.5;150334.0;74314.0;83472.5;601;22939488;14;132848;57909;74939;18146;60872
36;Febrero_2024;Bilbao;1467586;264448;558084;377957;0.0;9196;4873;0;5253;5253;59553;975;33878.0;418.0;1751.25;31708.75;169;3142295;0;36;36;0;0;1327
37;Febrero_2024;Cartagena;2638793;740289;60072;36486;31.814;12528;1329;0;6314;0;0;0;2814.0;0.0;783.0;2031.0;158;3454693;0;0;0;0;0;4
38;Febrero_2024;Castellón;769242;455495;83689;79476;321.94;2198;0;0;2837;2837;5621;0;5425.0;140.0;570.25;4714.75;108;1536446;0;0;0;0;0;26
39;Febrero_2024;Ceuta;19340;0;47190;5765;0.0;19842;18371;0;0;0;46670;2904;464.0;0.0;436.0;28.0;727;4245459;0;112354;112354;0;27699;118
40;Febrero_2024;Ferrol-San Cibrao;114330;275642;36840;8208;7.604;698;210;0;128602;80;606;2;707.5;8.0;121.5;578.0;60;830266;1;964;0;964;0;0
41;Febrero_2024;Gijón;80140;873332;112274;76010;158.413;0;0;0;154914;0;0;0;5066.0;0.0;346.0;4720.0;74;1124838;0;0;0;0;0;3
42;Febrero_2024;Huelva;1819801;287063;135567;67695;9.767;3864;2160;9584;220557;16847;56371;2732;9211.0;1291.0;6961.25;958.75;164;3012390;0;4070;4070;0;2148;1726
43;Febrero_2024;Las Palmas;604892;21187;1476165;1095177;17.076;232250;207564;0;1024575;736008;391514;26831;102572.0;54601.0;41666.0;6305.0;1035;25496595;70;328014;103836;224178;43458;40167
44;Febrero_2024;Málaga;0;87694;78812;17268;3.672;4281;2374;0;11266;95;57797;2600;1772.0;47.0;457.0;1268.0;100;2618687;1;18502;17447;1055;3533;21298
45;Febrero_2024;Marín y Ría de Pontevedra;0;19990;87585;31941;151.437;2700;1798;0;5;5;0;0;3429.5;1.0;159.75;3268.75;38;182457;0;0;0;0;0;146
46;Febrero_2024;Melilla;6750;0;38133;3077;0.0;0;0;0;0;0;38133;2563;454.0;0.0;450.0;4.0;91;2552551;0;30308;30308;0;7194;10922
47;Febrero_2024;Motril;97889;99620;52594;248;48.066;1346;853;0;2012;0;45639;1948;36.0;0.0;0.0;36.0;73;928028;0;5718;5718;0;1809;9
48;Febrero_2024;Pasaia;0;57750;227431;0;1193.194;2060;672;0;5958;0;54725;301;0.0;0.0;0.0;0.0;70;581392;0;0;0;0;0;23593
49;Febrero_2024;Santa Cruz de Tenerife;325359;29080;737270;356446;101.6;65770;47344;201;82499;71834;366004;24800;42537.0;4273.0;32336.0;5928.0;1346;17745489;52;615751;470776;144975;134453;6900
50;Febrero_2024;Santander;14463;234434;287147;86774;195.852;4563;3483;0;27341;23368;201316;5104;9856.75;2032.5;2015.0;5809.25;111;2157137;0;10180;10180;0;4736;31260
51;Febrero_2024;Sevilla;36541;157202;126903;81793;0.0;1764;1254;0;0;0;15527;756;11226.0;0.0;11071.0;155.0;65;387558;0;0;0;0;0;365
52;Febrero_2024;Tarragona;1455820;738658;72026;5933;111.021;6725;2403;2100;54717;0;18634;0;544.0;0.0;0.0;544.0;161;2685928;0;0;0;0;0;11893
53;Febrero_2024;Valencia;353051;295743;5419045;4161856;179.122;48270;42593;0;2223963;2182070;1134549;42364;389872.0;178194.0;19534.0;192144.0;527;19715163;4;52733;38311;14422;10745;37957
54;Febrero_2024;Vigo;6006;15951;382433;192434;2315.219;3537;0;0;38329;17574;163754;2306;19735.0;2552.0;1368.0;15815.0;145;3347825;1;815;0;815;0;66274
55;Febrero_2024;Vilagarcía;20404;18032;60754;22708;0.0;845;325;0;38;38;0;0;2830.25;4.0;2241.25;585.0;29;220754;0;0;0;0;0;11
56;Marzo_2024;A Coruña;863302;279003;50451;0;1445.893;7032;2081;0;7920;0;0;0;0.0;0.0;0.0;0.0;98;1843269;5;13679;0;13679;0;0
57;Marzo_2024;Alicante;9103;220934;110251;105093;0.0;1554;79;0;1901;1901;406;5;16216.5;203.0;13920.5;2093.0;67;857634;2;9669;7215;2454;3133;243
58;Marzo_2024;Almería;7131;193740;96700;17915;78.781;4929;2295;0;0;0;66748;3572;1005.0;0.0;227.0;778.0;126;2142646;0;26812;26812;0;8806;218
59;Marzo_2024;Avilés;55801;140166;139425;0;1300.444;3727;1609;0;0;0;0;0;0.0;0.0;0.0;0.0;66;521111;0;0;0;0;0;0
60;Marzo_2024;Bahía de Algeciras;2356131;260;5890166;4828568;40.26;269694;258620;262428;5229906;4324863;1071582;45797;396089.0;345468.0;14.0;50607.0;2177;41527204;0;316724;316724;0;66886;340
61;Marzo_2024;Bahía de Cádiz;77604;110024;200326;139493;844.2389999999999;7514;1272;0;95191;17587;71437;2263;19319.75;1849.75;14599.0;2871.0;94;1808262;14;21071;1478;19593;929;1285
62;Marzo_2024;Baleares;126825;16916;1195038;28429;142.471;5877;217;251;884;0;1183433;54892;6801.0;0.0;6801.0;0.0;3056;18816258;19;432348;368670;63678;85251;12338
63;Marzo_2024;Barcelona;1189649;396163;4563660;3550731;211.547;102324;82699;0;2561161;1907463;1017725;36306;348007.0;158349.5;85211.0;104438.5;698;26767254;27;254704;121203;133501;29316;74032
64;Marzo_2024;Bilbao;2114003;292386;777691;456400;0.0;12351;6546;0;2239;2239;88992;2068;42956.5;154.75;1782.0;41019.75;227;4423032;0;0;0;0;0;1719
65;Marzo_2024;Cartagena;2030458;652451;81372;59838;10.537;13115;739;0;2460;0;2460;0;5298.0;0.0;1335.0;3963.0;158;3403804;4;5094;0;5094;0;2002
66;Marzo_2024;Castellón;818476;613625;94405;93199;224.823;2107;0;0;6871;2871;5534;0;6859.0;146.0;688.0;6025.0;107;1646304;0;0;0;0;0;22
67;Marzo_2024;Ceuta;46962;1400;42234;5397;0.0;31327;29399;0;0;0;41974;2525;433.0;0.0;422.0;11.0;812;5225229;0;141964;141964;0;33695;306
68;Marzo_2024;Ferrol-San Cibrao;192813;466005;68611;10610;9.962;1136;562;0;66376;199;1080;1;1085.0;49.5;138.25;897.25;83;1201670;0;0;0;0;0;0
69;Marzo_2024;Gijón;99494;878531;243371;117658;909.833;0;0;0;164484;0;0;0;8252.0;0.0;676.0;7576.0;91;1393349;0;0;0;0;0;2
70;Marzo_2024;Huelva;1965129;399016;187957;80948;7.143;9504;7332;10188;322956;19096;63810;3290;10381.5;1331.25;7995.5;1054.75;203;3405172;0;5089;5089;0;3124;1522
71;Marzo_2024;Las Palmas;687073;29148;1663690;1281883;34.587;217700;189868;6;1124773;905998;404988;27380;116856.0;66292.0;43820.0;6744.0;1104;26599974;75;366574;128186;238388;54012;17941
72;Marzo_2024;Málaga;19952;110579;197683;144984;0.444;4673;3105;0;145632;120580;49307;1798;13747.0;11506.0;515.0;1726.0;117;3870003;5;31044;23849;7195;5391;15976
73;Marzo_2024;Marín y Ría de Pontevedra;0;87278;89264;36334;141.956;1822;1019;0;727;187;0;0;3943.25;11.0;191.25;3741.0;42;268665;0;0;0;0;0;19
74;Marzo_2024;Melilla;4040;0;33915;2766;0.0;0;0;0;0;0;33915;2223;426.0;0.0;422.0;4.0;92;2642447;1;35283;34695;588;8650;164
75;Marzo_2024;Motril;94085;66015;49784;214;47.48500000000001;2066;1292;0;1607;0;42285;1786;34.0;0.0;0.0;34.0;71;958077;0;7726;7726;0;2678;8
76;Marzo_2024;Pasaia;0;59123;232206;0;1996.728;2243;814;0;2140;0;59251;314;0.0;0.0;0.0;0.0;68;626292;0;0;0;0;0;24885
77;Marzo_2024;Santa Cruz de Tenerife;367270;41199;671575;313748;204.083;81393;64654;135;50444;34964;369647;24562;37529.0;1796.0;32313.0;3420.0;1458;20706585;67;651180;496030;155150;153857;6447
78;Marzo_2024;Santander;18070;283998;323986;101819;852.753;3997;2826;0;26494;19645;219641;5489;11614.25;1677.25;2807.0;7130.0;124;2384726;0;11338;11330;8;5152;31060
79;Marzo_2024;Sevilla;33546;107316;162810;89794;0.0;2154;1192;0;0;0;13944;762;12656.0;0.0;12565.0;91.0;67;409944;6;2196;0;2196;0;488
80;Marzo_2024;Tarragona;1756877;907180;171587;12484;141.213;7735;2795;0;125482;0;37597;0;1240.0;0.0;0.0;1240.0;193;3792439;0;0;0;0;0;24962
81;Marzo_2024;Valencia;245856;225893;6503267;5158782;85.638;34665;28988;0;3090803;3051897;1180333;42673;459979.0;235099.0;22308.0;202572.0;666;27046533;9;83902;56970;26932;16821;46539
82;Marzo_2024;Vigo;0;17468;467525;245059;2154.518;3904;0;0;60752;37993;179268;2160;22607.0;3934.0;778.0;17895.0;152;3174592;0;0;0;0;0;50987
83;Marzo_2024;Vilagarcía;26499;40723;61621;22502;0.0;1247;371;0;353;353;0;0;2645.25;33.25;2430.5;181.5;31;212503;0;0;0;0;0;5
84;Abril_2024;A Coruña;1021334;439120;77264;14;1716.183;2996;2034;0;98438;0;0;0;2.0;0.0;0.0;2.0;119;3316704;16;47166;0;47166;0;0
85;Abril_2024;Alicante;2188;193671;87769;84155;0.0;1656;181;0;1901;1901;1604;0;13062.75;203.0;11700.25;1159.5;70;2089152;17;40447;8181;32266;3197;228
86;Abril_2024;Almería;18288;405453;129640;27257;396.2210000000001;5869;3234;0;0;0;80829;4190;1690.5;0.0;382.0;1308.5;140;2327011;3;28669;27573;1096;8555;1142
87;Abril_2024;Avilés;74314;249775;102711;0;1504.075;3373;753;0;0;0;0;0;0.0;0.0;0.0;0.0;70;579821;0;0;0;0;0;0
88;Abril_2024;Bahía de Algeciras;2392855;2314;6202074;5127554;108.71;342479;330301;337641;5657520;4600562;1085163;45875;412658.0;358038.0;0.0;54620.0;2405;46474631;0;346545;346545;0;74171;385
89;Abril_2024;Bahía de Cádiz;42600;152369;195263;138220;1106.938;7196;1906;0;65475;22196;69951;2279;18096.25;1872.5;13384.75;2839.0;128;3987028;40;64693;2601;62092;1643;9836
90;Abril_2024;Baleares;111202;35730;1340891;25398;188.376;10488;11;421;1300;0;1336651;62871;7000.0;0.0;6998.0;2.0;3712;22128121;71;665225;515411;149814;102757;13369
91;Abril_2024;Barcelona;1042996;314063;4453149;3429166;235.408;149131;126503;0;2290086;1839056;1015506;37159;338986.25;170591.0;82935.25;85460.0;701;30767991;79;395390;117819;277571;30677;61709
92;Abril_2024;Bilbao;1896200;416388;749547;425341;0.0;13330;6932;0;18228;18228;126292;4687;36287.0;1158.0;1570.75;33558.25;244;5608259;6;31118;11962;19156;5773;27137
93;Abril_2024;Cartagena;2357400;647973;95921;52645;26.678;20411;930;0;1916;0;0;0;5318.0;0.0;1772.0;3546.0;203;4765533;26;21955;0;21955;0;4
94;Abril_2024;Castellón;744729;799387;83019;82071;99.509;3034;0;0;66;66;0;0;5634.25;8.0;711.25;4915.0;122;1771209;1;743;0;743;0;102
95;Abril_2024;Ceuta;21761;26;46670;5792;0.0;46627;44595;0;0;0;45955;2740;457.0;0.0;439.0;18.0;831;7304888;1;143082;142968;114;36246;137
96;Abril_2024;Ferrol-San Cibrao;175605;301069;73011;10320;9.975;1547;877;0;2160;185;1355;7;1116.0;39.5;159.5;917.0;73;870274;2;2199;0;2199;0;0
97;Abril_2024;Gijón;168327;972529;165191;104967;1408.73;0;0;0;81812;3;0;0;8254.0;1.0;486.0;7767.0;103;1905753;3;4662;0;4662;0;1
98;Abril_2024;Huelva;2241857;504866;173675;69734;11.263;2615;488;0;227082;21618;61892;2698;8709.5;1222.75;6495.0;991.75;198;3928512;2;4580;4526;54;2794;3654
99;Abril_2024;Las Palmas;657160;43494;1582956;1164137;94.65700000000001;277268;255262;0;1022904;791977;426465;28676;102951.0;54466.0;42091.0;6394.0;1176;28121334;86;294319;103439;190880;47059;25749
100;Abril_2024;Málaga;18072;130782;339665;307980;7.186000000000002;10615;2773;0;291235;286130;33255;1936;27618.25;25584.25;773.0;1261.0;145;6191505;44;77011;17895;59116;4107;4084
101;Abril_2024;Marín y Ría de Pontevedra;0;81644;119832;46139;163.289;1632;1093;0;0;0;0;0;4592.5;0.0;716.75;3875.75;49;302676;0;0;0;0;0;17
102;Abril_2024;Melilla;3853;0;41085;3398;0.0;0;0;0;0;0;41085;2877;472.0;0.0;468.0;4.0;99;2874211;3;36381;35100;1281;9312;165
103;Abril_2024;Motril;97667;61928;60361;150;64.436;2062;1121;0;0;0;52737;2121;26.0;0.0;0.0;26.0;84;1465163;9;17251;7970;9281;2572;1539
104;Abril_2024;Pasaia;0;64008;214223;0;3361.326;2273;686;0;3008;0;43666;238;0.0;0.0;0.0;0.0;83;566891;1;854;0;854;0;16852
105;Abril_2024;Santa Cruz de Tenerife;523796;10368;790006;385069;392.378;80613;68782;127;115484;92109;383495;26826;53791.0;15621.0;33460.0;4710.0;1429;20047375;76;520556;390361;130195;128912;6184
106;Abril_2024;Santander;10518;247406;304002;111468;738.113;4529;2966;0;29100;25122;184953;4357;12911.5;2185.25;2086.5;8639.75;128;2589573;3;21974;17995;3979;8584;39041
107;Abril_2024;Sevilla;62737;159187;153247;90326;0.0;4105;1338;0;0;0;13927;768;12104.5;0.0;11784.5;320.0;93;595179;11;3155;0;3155;0;417
108;Abril_2024;Tarragona;1747029;531797;167157;11144;237.686;10794;4720;0;65798;0;25348;0;1039.0;0.0;0.0;1039.0;194;3846320;10;11164;0;11164;0;17204
109;Abril_2024;Valencia;298325;171680;6471158;5005110;161.132;39503;33826;0;2901186;2844404;1244068;45653;463499.0;227997.0;22457.0;213045.0;656;26574881;38;130599;65781;64818;16622;60482
110;Abril_2024;Vigo;3000;27501;446454;262676;2754.865;5371;0;0;51997;43395;127983;1998;28621.0;4360.0;986.0;23275.0;157;4005657;10;12564;0;12564;0;49842
111;Abril_2024;Vilagarcía;48921;41318;62787;27852;0.0;657;223;0;1259;1259;0;0;3366.25;128.0;1971.5;1266.75;33;288563;0;0;0;0;0;171
